fingerprint,sitename,title,author,date,source,hostname,excerpt,categories,tags,filename,id,license,comments,source-hostname
ccP3/fO5t8uElVZbbf7AYVuwvLQ=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Jason S Ridler,2022-01-01,https://clarkesworldmagazine.com/hand_interview/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Fantastic Spectrum of Elizabeth Hand by Jason S. Ridler,,,./data/1/4fCWVlnnLUG-JqB-lRR6jzWVpQI.xml,,,,
qbHpf75frN/raZP82wS+aUPsp1Y=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Jeremy L C Jones,2022-01-01,https://clarkesworldmagazine.com/bear_interview/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Revealing How the Elements Cohere: A Conversation with Elizabeth Bear by Jeremy L. C. Jones,,,./data/1/893cYXg0hd4mG2nAv9qciQlC2Ag.xml,,,,
lwFvWSvXtdrM03bIXtwulHqzIro=,,Clarkesworld Magazine - Science Fiction & Fantasy,Jason Heller,2022-01-01 00:00:00,https://clarkesworldmagazine.com/another_word_03_14/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Another Word: The Words We Carry by Jason Heller,,,./data/1/zTTyUO4tP-niAXErBuMtOA9S-PY.json,,,,Clarkesworld Magazine
4D8Fwj4lH5Gv5ecxhUgBiZ4AOts=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Ken Liu,2022-01-01,https://clarkesworldmagazine.com/tang_interview/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Spurred Storyteller: A Conversation With Tang Fei by Ken Liu,,,./data/1/-7EtPH67OXto6nE5wkKdkKsQY1A.xml,,,,
FjbCYBCxOkMW7EyNXnzYaL+wFmY=,,Clarkesworld Magazine - Science Fiction & Fantasy,Rich Larson,2022-01-01 00:00:00,https://clarkesworldmagazine.com/larson_12_21/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: You Are Born Exploding by Rich Larson,,,./data/1/ohSn9IVkGRygU-GBh0HfCKjFi5w.json,,,,Clarkesworld Magazine
XV7AiOnOgwS0TCj2grjZKASZKxo=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Elly Bangs,2022-01-01,https://clarkesworldmagazine.com/bangs_09_18/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Dandelion by Elly Bangs,,,./data/1/0MPKx8iolleXZl41wllxVLRzhVs.xml,,,,
OZf3R8ILvkQ3y1+wimByOp4Drys=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Alejandro Burdisio,2022-01-01,https://clarkesworldmagazine.com/artbio_179/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Little Town by Alejandro Burdisio,,,./data/1/n+BK1yZ9-cWgsdYNCA9C78q8H6A.xml,,,,
lW8V/+/F5O74tNHR3vP2vaRyqSU=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Ben Fry,2022-01-01,https://clarkesworldmagazine.com/vandermeer_interview_2014/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Annihilation, Authority, and Acceptance: An Interview with Jeff VanderMeer by Ben Fry",,,./data/1/0d2HK-O1T1ROgmM-OdkdDw0wiRw.xml,,,,
SYROqUtq8aX+koXJlv3sJRMSkDA=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Brian Ames,2022-01-01,https://clarkesworldmagazine.com/ames_01_08/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Debris Ensuing from a Supervortex by Brian Ames,,,./data/1/GQwDiUBJYvaKaP67+H1Xgochcyk.xml,,,,
dGgGQ9Swe/5jXYbsMpRlWvE/fGQ=,,Clarkesworld Magazine - Science Fiction & Fantasy,John Barnes,2022-01-01 00:00:00,https://clarkesworldmagazine.com/barnes_02_14_reprint/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Martian Heart by John Barnes,,,./data/1/rd74aRyTEVGBZ2aI28fNHznQ978.json,,,,Clarkesworld Magazine
rJ88FBSkImHrtTyz+9TCYV9wR28=,,Clarkesworld Magazine - Science Fiction & Fantasy,Axel Sauerwald,2022-01-01 00:00:00,https://clarkesworldmagazine.com/artbio_154/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Giant Mimr by Axel Sauerwald,,,./data/1/+ugNrvEUMa6oqe8PfcTSmos3bP0.json,,,,Clarkesworld Magazine
3QXqvKj1BJlukMPOR6EhE2S3c5c=,,Clarkesworld Magazine - Science Fiction & Fantasy,Ian McDonald,2022-01-01 00:00:00,https://clarkesworldmagazine.com/mcdonald_12_17_reprint/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Botanica Veneris: Thirteen Papercuts by Ida Countess Rathangan by Ian McDonald,,,./data/1/xgp3UiACjwQgTKmVqV3Phf-oYlc.json,,,,Clarkesworld Magazine
XuRyC0UCncebo0ArjD62rE6NHJc=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Tomasz Maronski,2022-01-01,https://clarkesworldmagazine.com/artbio_05/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Aeropolis by Tomasz Maronski,,,./data/1/JinR2J+T95KYbfcfyC0WrUpJAVw.xml,,,,
otKK87qIvfDKaJGHtEGW12wA0wQ=,,Clarkesworld Magazine - Science Fiction & Fantasy,Isabel J Kim,2022-01-01 00:00:00,https://clarkesworldmagazine.com/kim_03_21/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Homecoming is Just Another Word for the Sublimation of the Self by Isabel J. Kim,,,./data/1/-zX7-+5hUXhVPaJi8kEBDP7V508.json,,,,Clarkesworld Magazine
eHgAfLZiNmj4OYzTzugZkf2otOc=,,Clarkesworld Magazine - Science Fiction & Fantasy,Matt Dixon,2022-01-01 00:00:00,https://clarkesworldmagazine.com/artbio_176/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Isolation by Matt Dixon,,,./data/1/3ieY6wKic8i5v8PP0Q7vqrAohHM.json,,,,Clarkesworld Magazine
v8YYDtYB9RpabCw2K5si6a72grs=,,Clarkesworld Magazine - Science Fiction & Fantasy,Michael Swanwick,2022-01-01 00:00:00,https://clarkesworldmagazine.com/swanwick_05_13_reprint/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: From Babel's Fall'n Glory We Fled . . . by Michael Swanwick,,,./data/1/TeCs0Jh6bYJHVLrAWYWbCHjJEwg.json,,,,Clarkesworld Magazine
NOO6qlVbAjnNgbXq/MwddJmmroI=,,Clarkesworld Magazine - Science Fiction & Fantasy,Mark Cole,2022-01-01 00:00:00,https://clarkesworldmagazine.com/cole_05_17/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Cut, Fold, and Conquer the Universe: The Best Models in the Galaxy by Mark Cole",,,./data/1/K7O6ciRrA8diULp8XOBz9sD1hfQ.json,,,,Clarkesworld Magazine
ex7eyWIfK9zd+M9cs7ajmcFOYhI=,,C larkesworl D,Jeff Reynolds,2022-01-01 00:00:00,,,Clarkesworld Science Fiction and Fantasy Magazine:,,,./data/1/deOnhqXamJCFr5NMBzwAN8MsDRk.json,,,,
McaH84WxUP2rofNYyt41v/fU1ok=,,Clarkesworld Magazine - Science Fiction & Fantasy,Lisa Mantchev,2022-01-01 00:00:00,https://clarkesworldmagazine.com/mantchev_10_07/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: A Dance Across Embers by Lisa Mantchev,,,./data/1/l5rOZcaH5a2bZ8T8G8BJi8vRqSc.json,,,,Clarkesworld Magazine
uSTQoat05ImLLvZ+O23O0rpwRfg=,,Clarkesworld Magazine - Science Fiction & Fantasy,Lavie Tidhar,2022-01-01 00:00:00,https://clarkesworldmagazine.com/tidhar_11_11/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Smell of Orange Groves by Lavie Tidhar,,,./data/1/OmGFr8GTJcZ97KkLdCem9II3en4.json,,,,Clarkesworld Magazine
/DoS5Er2QJMZNNcgKCC+Tn7C/E8=,,Clarkesworld Magazine - Science Fiction & Fantasy,Robert Silverberg,2022-01-01 00:00:00,https://clarkesworldmagazine.com/silverberg_01_16_reprint/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The True Vintage of Erzuine Thale by Robert Silverberg,,,./data/1/NsPt5ztYp+IkD2ndhxcnllSr+W4.json,,,,Clarkesworld Magazine
1JtEtOWYaUWPO2KmSRTn6Y/qw1c=,,Clarkesworld Magazine - Science Fiction & Fantasy,Tang Fei; S Qiouyi Lu,2022-01-01 00:00:00,https://clarkesworldmagazine.com/tang_05_17/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Person Who Saw Cetus by Tang Fei, translated by S. Qiouyi Lu",,,./data/1/YQHtQ+cbmeo6qgpFzmJKJ0sEj3w.json,,,,Clarkesworld Magazine
n1qjG0mtTWLQju41AhJRgyphlFw=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Tobias S Buckell,2022-01-01,https://clarkesworldmagazine.com/buckell_05_10/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: A Jar of Goodwill by Tobias S. Buckell,,,./data/1/F2MRQZF-8IoxuXO6M6FfbkyBlxY.xml,,,,
he6xenoCgZ1oWVY2LoKricqYuO8=,,Clarkesworld Magazine - Science Fiction & Fantasy,Cory Skerry,2022-01-01 00:00:00,https://clarkesworldmagazine.com/skerry_05_19/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Empress in Glass by Cory Skerry,,,./data/1/HSzPF1AWYdi1Zyh1Z9qReWq66P8.json,,,,Clarkesworld Magazine
HUSryn12VQss6viVbDmKhDHRwfQ=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Peter Hodges,2022-01-01,https://clarkesworldmagazine.com/lawrence_interview/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Art of Brutal Prose: An Interview with Mark Lawrence by Peter Hodges,,,./data/1/7NJ0-MNGkh4X9URUiT1QIP218AM.xml,,,,
RePBKvomh2kGhIHGM1bIva2XEMU=,,Clarkesworld Magazine - Science Fiction & Fantasy,Mark Cole,2022-01-01 00:00:00,https://clarkesworldmagazine.com/cole_02_15/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: What in the World Do They Want, Anyway? The Myth of the Friendly Alien by Mark Cole",,,./data/1/dI57T2DvGCQN1c-sInWD0PKUW7Q.json,,,,Clarkesworld Magazine
7lVbmnCwK0V4QLz5Ji1RrYJyu7o=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Neil Clarke,2022-01-01,https://clarkesworldmagazine.com/clarke_01_12/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: 2011 Reader's Poll,,,./data/1/lJAccT48redooyRkfFSrJiyL9fY.xml,,,,
XO78eWZg/URTWpcoUEuEDmbRRrg=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Kelly Robson,2022-01-01,https://clarkesworldmagazine.com/another_word_04_17/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Another Word: Being James Tiptree, Jr. by Kelly Robson",,,./data/1/y6F22IfcqseI3KDZiZ1AI7GQ970.xml,,,,
prvLv5yp/rPWisoANBhWa+x7XY8=,,Clarkesworld Magazine - Science Fiction & Fantasy,Ray Nayler,2022-01-01 00:00:00,https://clarkesworldmagazine.com/nayler_05_20/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Albedo Season by Ray Nayler,,,./data/1/slf3XJmy7hUq2EYSZFnMmrSjkTE.json,,,,Clarkesworld Magazine
7YSEeM8xYqJIZENgcePpeON9KEI=,,Clarkesworld Magazine - Science Fiction & Fantasy,Aliette de Bodard,2022-01-01 00:00:00,https://clarkesworldmagazine.com/de_bodard_01_12/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Scattered Along the River of Heaven by Aliette de Bodard,,,./data/1/81Jy3+x8W1jfx05jA3LOy-Vur7E.json,,,,Clarkesworld Magazine
LEfQxF3YuW55T2Yewvl509zsV6Y=,,Clarkesworld Magazine - Science Fiction & Fantasy,Tom Crosshill,2022-01-01 00:00:00,https://clarkesworldmagazine.com/crosshill_04_12/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Fragmentation, or Ten Thousand Goodbyes by Tom Crosshill",,,./data/1/Oszb9KJ0XHYN7PiYXZPhprk6LHQ.json,,,,Clarkesworld Magazine
3hoyO2y/XvYhpjuG++kkAhDrLRY=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Douglas F Dluzen,2022-01-01,https://clarkesworldmagazine.com/dluzen_01_20/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Reshuffling Evolution by Douglas F. Dluzen,,,./data/1/q2SQIRsUKZmwe98gWHN9ZnoK4QA.xml,,,,
NOO6qlVbAjnNgbXq/MwddJmmroI=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Mark Cole,2022-01-01,https://clarkesworldmagazine.com/cole_05_17/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Cut, Fold, and Conquer the Universe: The Best Models in the Galaxy by Mark Cole",,,./data/1/My-dtvf9CGa22GRlsHoIP0H4C8g.xml,,,,
2M/DReumR1P3euwjU75vYbp4muA=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Andrea Kriz,2022-01-01,https://clarkesworldmagazine.com/kriz_04_21/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Communist Computer Rap God by Andrea Kriz,,,./data/1/YWQRFKsPaj9PHQU+t4QCcw4qxIk.xml,,,,
IhE42v27qP6+TSLckr+urpaENZY=,,Clarkesworld Magazine - Science Fiction & Fantasy,Leonard Richardson,2022-01-01 00:00:00,https://clarkesworldmagazine.com/richardson_04_22/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Two Spacesuits by Leonard Richardson,,,./data/1/gkU5+I91TBijupKGTqgdNyy-lXk.json,,,,Clarkesworld Magazine
EeoHxPGMzbUwI/XpjeDdLq1SUII=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Sarah Pauling,2022-01-01,https://clarkesworldmagazine.com/pauling_02_22/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Informed Consent Logs from the Soul Swap Clinic by Sarah Pauling,,,./data/1/rhCR98HtBx7fOqICk44d6Sjb9Po.xml,,,,
Z3tndWHwcuY7gY7SaZTNq2DmCj0=,,Clarkesworld Magazine - Science Fiction & Fantasy,Ursula K Le Guin,2022-01-01 00:00:00,https://clarkesworldmagazine.com/le_guin_03_14_reprint/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Mountain Ways by Ursula K. Le Guin,,,./data/1/j1We5NoSkK58vLq1V0Mmh5zr1Y0.json,,,,Clarkesworld Magazine
5vnJefHQBqfFtxdEYIH0SlbwPL4=,,Clarkesworld Magazine - Science Fiction & Fantasy,Neil Clarke,2022-01-01 00:00:00,https://clarkesworldmagazine.com/clarke_03_20/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Editor's Desk: The Best from 2019 by Neil Clarke,,,./data/1/Zz5R39EwMcAOYbuO3KmPc9+havc.json,,,,Clarkesworld Magazine
JdeUHjsE957dpeIWoZSTZOIE8Qc=,,Clarkesworld Magazine - Science Fiction & Fantasy,Arley Sorg,2022-01-01 00:00:00,https://clarkesworldmagazine.com/elliott_interview/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Overthrowing the Royal We: A Conversation with Kate Elliott by Arley Sorg,,,./data/1/cIWBN6FYsu3xEpCIAJch8IX6M-U.json,,,,Clarkesworld Magazine
K6ft1NChm/j0VZ5fwi4RPEsNikc=,,Clarkesworld Magazine - Science Fiction & Fantasy,Ziggy Schutz,2022-01-01 00:00:00,https://clarkesworldmagazine.com/schutz_09_21/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: It is a Pleasure to Receive You by Ziggy Schutz,,,./data/1/wKV3A1FtQZMKOr2Xqk3+k87+0Bk.json,,,,Clarkesworld Magazine
aHv1RQSH4qTlwNUW+kQXwLyrbno=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Mark Cole,2022-01-01,https://clarkesworldmagazine.com/cole_10_20/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page:,,,./data/1/+ghhnI5RcJ-heRqmUEzy3MDtbNI.xml,,,,
CAUeW/I2kE+ybcMUUP3kwfjt0Ro=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Aimee Ogden,2022-01-01,https://clarkesworldmagazine.com/ogden_12_21/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Cold Calculations by Aimee Ogden,,,./data/1/tByxShJYEn+-ly4tO884ySQXkX4.xml,,,,
1UKNgeBdAdIJAtIpVLd2UsS+WVU=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Tim Pratt,2022-01-01,https://clarkesworldmagazine.com/prior/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: 2008 Back Issues,,,./data/1/B+sGKZeHK4AOGziundDAdiJ05Hs.xml,,,,
CGs02gj0/uoKg9Pm9hfp8cushVc=,,Clarkesworld Magazine - Science Fiction & Fantasy,Nick Mamatas,2022-01-01 00:00:00,https://clarkesworldmagazine.com/mamatas_06_09/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Walking with a Ghost by Nick Mamatas,,,./data/1/qVsJx1e4a1JC+06-Dij-Dlr8g74.json,,,,Clarkesworld Magazine
AVXVH2YQKAorco5xpjfNJt1UtJ4=,,Clarkesworld Magazine - Science Fiction & Fantasy,Sandra McDonald,2022-01-01 00:00:00,https://clarkesworldmagazine.com/mcdonald_07_10/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Beach Blanket Spaceship by Sandra McDonald,,,./data/1/IbNooIj-ZGZ+Sw8P1sM6hg7aXM8.json,,,,Clarkesworld Magazine
kJxcJUWYaK2XAyEZdZ37Lw92Om8=,,Clarkesworld Magazine - Science Fiction & Fantasy,JC Jongwon Park,2022-01-01 00:00:00,https://clarkesworldmagazine.com/artbio_185/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Talk by JC Jongwon Park,,,./data/1/klxL5VHWSm+8karaF5KpNo8ajbo.json,,,,Clarkesworld Magazine
wEttWvAu5IboKsbJv8xMbcZWqKc=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Congyun Gu; Tian Huang,2022-01-01,https://clarkesworldmagazine.com/gu_08_21/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Serpentine Band by Congyun 'Mu Ming' Gu, translated by Tian Huang",,,./data/1/vlepx8b44Xgi0CysJbDpqrsXcD0.xml,,,,
3yZz8jn/M592EjF7lQQE9FzCMlw=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Neil Clarke,2022-01-01,https://clarkesworldmagazine.com/clarke_08_11/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Heading to Worldcon by Neil Clarke,,,./data/1/Djis9Qlxj-dDOh0fxLtka8zSa9c.xml,,,,
5kV6AFlcT0nu0sOrjGfFr1QaziQ=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Sunny Moraine,2022-01-01,https://clarkesworldmagazine.com/moraine_07_12/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Iron Ladies, Iron Tigers by Sunny Moraine",,,./data/1/MJ0FfR1Y7O-5DVoT-bjinql5lOE.xml,,,,
H9hpZGXrDBBpKRubyUyhbmUKrpc=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Suzanne Palmer,2022-01-01,https://clarkesworldmagazine.com/palmer_10_18/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Thirty-Three Percent Joe by Suzanne Palmer,,,./data/1/gtZ9O-0ifbU3IHdegg+xUiz9VHI.xml,,,,
+rS6jh1YVH97r/fI+d1c9iMZMXQ=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,David Klecha; Tobias S Buckell,2022-01-01,https://clarkesworldmagazine.com/klecha_09_12/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Found Girl by David Klecha and Tobias S. Buckell,,,./data/1/VyOmgZ-xfU-ws1+CofmHPy9o-Ng.xml,,,,
65awavzOhv7KA7+TLS67lPZCiMM=,,Clarkesworld Magazine - Science Fiction & Fantasy,Neil Clarke,2022-01-01 00:00:00,https://clarkesworldmagazine.com/clarke_12_19/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Editor's Desk: Staring at the Hole by Neil Clarke,,,./data/1/-UhiRbgea4W1Sxyvqk2R7DzPtrg.json,,,,Clarkesworld Magazine
0S00Ou15vJJZGmiifODH9KB0VMI=,,Clarkesworld Magazine - Science Fiction & Fantasy,Geo-il Bok; Elisa Sinn; Justin Howe,2022-01-01 00:00:00,https://clarkesworldmagazine.com/bok_07_19/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Flowers on My Face by Geo-il Bok, translated by Elisa Sinn and Justin Howe",,,./data/1/06se+At20lkLS1lSN0gfCwPdh8I.json,,,,Clarkesworld Magazine
uU72YeEeLbfcYsL1FVrDorFM5jg=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Grace Chan,2022-01-01,https://clarkesworldmagazine.com/chan_07_21/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: He Leaps for the Stars, He Leaps for the Stars by Grace Chan",,,./data/1/sfvTB6azW+L8Vt9nPKFJ433nCMQ.xml,,,,
wY/XBowJe4kRICRoIFaJFaKO/A0=,,Clarkesworld Magazine - Science Fiction & Fantasy,Rich Larson,2022-01-01 00:00:00,https://clarkesworldmagazine.com/larson_11_18/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Octo-Heist in Progress by Rich Larson,,,./data/1/6GEgKV5GW2OT3Ucx2gjXpdCahRg.json,,,,Clarkesworld Magazine
c2DWAkWUJvnttvS1GPmX06IUUzc=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Jeremy L C Jones,2022-01-01,https://clarkesworldmagazine.com/youmans_interview/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: The Border between Writing and Life: A Conversation with Marly Youmans by Jeremy L. C. Jones,,,./data/1/x-lJInoyX7cFn8KjXF3gqdkQMZI.xml,,,,
I96T2gGy505NnLpyFZfhUMsT8zk=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Carrie Sessarego,2022-01-01,https://clarkesworldmagazine.com/sessarego_04_20/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: A Machine for Telling Stories: Tarot and Speculative Fiction by Carrie Sessarego,,,./data/1/gcEJlV0xEfbDHQ07EwHhe0IwajU.xml,,,,
6aIVUd5RpDJLVv4Lvg/kzAzOD2w=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Tamsyn Muir,2022-01-01,https://clarkesworldmagazine.com/muir_12_15/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Union by Tamsyn Muir,,,./data/1/PaFUDShFqk7sob0AehG0yUoffsM.xml,,,,
14/oq4+HYhxXpvmYRnFcJtUEx+M=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Neil Clarke,2022-01-01,https://clarkesworldmagazine.com/clarke_01_14/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Editor's Desk: Anthologies, Patreon, and the 2013 Reader's Poll & Contest by Neil Clarke",,,./data/1/+wybwsqginRAVvzk27xnszKnf8c.xml,,,,
dMnWzJGmiSM0uXfJgzmXa7f4B9I=,,Clarkesworld Magazine - Science Fiction & Fantasy,John Chu,2022-01-01 00:00:00,https://clarkesworldmagazine.com/another_word_06_15/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Another Word: The Vaguely Picaresque Adventures of a New Writer by John Chu,,,./data/1/SzVevHHJQ-g0boiMrUA72iVVqrA.json,,,,Clarkesworld Magazine
h7alpovO/qQoHivoyYJCNOtbxCs=,,Clarkesworld Magazine - Science Fiction & Fantasy,Rich Larson,2018-01-01 00:00:00,https://clarkesworldmagazine.com/larson_08_18_reprint/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Othermother (Annex Excerpt) by Rich Larson,,,./data/1/sFEU2f2j53k7rt19bPLeUoOEMF0.json,,,,Clarkesworld Magazine
iqbzYLB/yHc0CSyFEMdWuKTgQmU=,,Clarkesworld Magazine - Science Fiction & Fantasy,Adriana C Grigore,2022-01-01 00:00:00,https://clarkesworldmagazine.com/grigore_05_22/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Tea Parties around Nebula-55 by Adriana C. Grigore,,,./data/1/JRTr4DW335Gw-XMij8zncGW9ifg.json,,,,Clarkesworld Magazine
QZXzaOf6KsFEfxCmJ3RNYYYrlMA=,,Clarkesworld Magazine - Science Fiction & Fantasy,Stephen Baxter,2022-01-01 00:00:00,https://clarkesworldmagazine.com/baxter_08_13_reprint/,clarkesworldmagazine.com,Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Cilia-of-Gold by Stephen Baxter,,,./data/1/OqU-RSHa4YpOA5FJo6qvvpI1EVU.json,,,,Clarkesworld Magazine
UvaFU8V0+MELWlGlsEBxgxj5mhg=,Clarkesworld Magazine,Clarkesworld Magazine - Science Fiction & Fantasy,Neil Clarke,2022-01-01,https://clarkesworldmagazine.com/clarke_07_09/,clarkesworldmagazine.com,"Clarkesworld Science Fiction and Fantasy Magazine and Podcast. This page: Helping Hands: Fairylands, Boneshops and More by Neil Clarke",,,./data/1/q8KHkuZzxs9h7cUmAqlaW2AQccE.xml,,,,
